disaster_number,historic,classification_key,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,event_name,iso_code,country,subregion,region,location,origin,associated_types,ofda_bha_response,appeal,declaration,magnitude,magnitude_scale,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,num_injured,num_affected,num_homeless,total_affected,insured_damage_000s_usd,insured_damage_adjusted_000s_usd,total_damage_000s_usd,total_damage_adjusted_000s_usd,cpi,entry_date,last_update,start_date,end_date,days_lasted
2002-0119-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Cleveland, Comanche, Creek, Garvin, Grady, Greer, Harmon, Jackson, Kiowa, Lincoln, McClain, Nowata, Pottawatomie, Rogers, Stephens, Tillman, Tulsa, Alfalfa, Beaver, Beckham, Blaine, Caddo, Canadian, Cimarron, Custer, Dewey, Ellis, Garfield, Grant, Harper, Kay, Kingfisher, Logan, Major, Noble, Oklahoma, Osage, Pawnee, Payne, Roger Mills, Texas, Washington, Washita, Woods, Woodward districts (Oklahoma province), Missouri, Kansas, New York, Indiana, Ohio provinces",,,No,No,No,,Kph,2002,1,30,2002,2,8,28.0,,,,,200500.0,339640.0,400000.0,677585.0,59.03314407861422,2005-05-04,2023-09-25,2002-01-30,2002-02-08,9
2002-0128-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Oklahoma, Missouri, Wisconsin, Michigan, Arkansas provinces",,Transport accident,No,No,No,,Kph,2002,3,1,2002,3,1,20.0,,,,,,,,,59.03314407861422,2005-05-09,2023-09-25,2002-03-01,2002-03-01,0
2002-0165-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Sevier, Blount, Knox, Hawkins districts (Tennessee province), Cumberland, Bell districts (Kentucky province), Wise, Smyth, Washington districts (Virginia province), Cabell district (West Virginia province), North Carolina, Mississippi, Arkansas, Texas provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,Kph,2002,3,19,2002,3,19,6.0,4.0,750.0,,754.0,200500.0,339640.0,200500.0,339640.0,59.03314407861422,2006-11-29,2023-09-25,2002-03-19,2002-03-19,0
2002-0183-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Tennessee, Virginia, Kentucky, Ohio, Arkansas, Oklahoma, Texas provinces",Heavy rain,,No,No,No,35390.0,Km2,2002,3,17,2002,3,24,7.0,,2000.0,,2000.0,,,76000.0,128741.0,59.03314407861422,2005-09-21,2024-10-25,2002-03-17,2002-03-24,7
2002-0184-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,Lincoln district (New Mexico province),,,No,No,No,149.0,Km2,2002,3,1,2002,3,1,,,,1300.0,1300.0,,,5000.0,8470.0,59.03314407861422,2003-07-01,2023-09-25,2002-03-01,2002-03-01,0
2002-0266-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Pike district (Kentucky province), Virginia province",Heavy rain,,No,No,No,,Km2,2002,5,2,2002,5,8,9.0,,1000.0,,1000.0,,,13000.0,22022.0,59.03314407861422,2005-09-22,2023-09-25,2002-05-02,2002-05-08,6
2002-0283-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Happy town (Randall, Swisher districts, Texas province)",,,No,No,No,,Kph,2002,5,5,2002,5,5,2.0,3.0,150.0,30.0,183.0,,,,,59.03314407861422,2003-07-01,2023-09-25,2002-05-05,2002-05-05,0
2002-0287-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Wayne, Jefferson districts (Illinois province)",,,No,No,No,,Kph,2002,4,21,2002,4,21,1.0,12.0,,,12.0,,,4000.0,6776.0,59.03314407861422,2003-07-01,2023-09-25,2002-04-21,2002-04-21,0
2002-0310-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Breckinridge, Meade, Crittenden, Webster, Hopkins, Ohio, Hardin, Edmonson districts (Kentucky province), Bollinger, Howell districts (Missouri province), Charles, Calvert, Dorchester, Wicomico, Cecil districts (Maryland province), Illinois (Clay,Union, Johnson,Pope, Moultrie, Saline, Bond), Gordon district (Georgia province), Atchison district (Kansas province), Erie, Allegany districts (New York province), Stark district (Ohio province), Indiana, Mercer, Venango, Butler, Armstrong, Columbia, Lebanon, Allegheny districts (Pennsylvania province), Rutherford, Lake, Henry, Carter districts (Tennessee province), Virginia (Shenandoah, Greensville, Bedford, (Campbell, Nottoway, Prince George), Marshall district (West Virginia province), Pontotoc, Chickasaw districts (Mississippi province), Perry district (Indiana province)",,,No,No,Yes,290.0,Kph,2002,4,27,2002,5,3,10.0,100.0,,,100.0,2000500.0,3388774.0,2200000.0,3726720.0,59.03314407861422,2006-09-17,2023-09-25,2002-04-27,2002-05-03,6
2002-0312-USA,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,USA,United States of America,Northern America,Americas,Arizona province,,,No,No,No,145.0,Km2,2002,4,1,2002,4,1,,,,,,,,,,59.03314407861422,2003-07-01,2023-09-25,2002-04-01,2002-04-01,0
2002-0331-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,"Georgia, Alaska provinces",,,No,No,No,414.0,Km2,2002,5,1,2002,5,1,,,,,,,,,,59.03314407861422,2003-07-01,2023-09-25,2002-05-01,2002-05-01,0
2002-0351-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,Colorado province,,,No,No,No,770.0,Km2,2002,6,8,2002,6,8,,,1500.0,72.0,1572.0,,,20000.0,33879.0,59.03314407861422,2003-07-01,2023-09-25,2002-06-08,2002-06-08,0
2002-0355-USA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,USA,United States of America,Northern America,Americas,Arizona province,,,No,No,No,,°C,2002,6,1,2002,6,1,14.0,,,,,,,,,59.03314407861422,2003-07-01,2023-09-25,2002-06-01,2002-06-01,0
2002-0379-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,Arizona province,,,No,No,No,1320.0,Km2,2002,6,20,2002,6,20,,,,1269.0,1269.0,,,200500.0,339640.0,59.03314407861422,2003-07-01,2023-09-25,2002-06-20,2002-06-20,0
2002-0411-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Comal, Guadalupe, Bandera, Uvalde, McMullen, Taylor districts (Texas province)",Heavy rain,,No,No,No,108300.0,Km2,2002,6,30,2002,7,23,10.0,,144000.0,,144000.0,200500.0,339640.0,1000000.0,1693964.0,59.03314407861422,2005-09-23,2023-09-25,2002-06-30,2002-07-23,23
2002-0502-USA,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,West Nile Fever,USA,United States of America,Northern America,Americas,"Alabama, district of Columbia, Illinois, Indiana, Louisiana, Mississippi, Texas, Florida, Massachusetts, Missouri, New York City, Ohio, Georgia, Kentucky, Maryland, Michigan, Nebraska, South Dacota, Tennessee, Texas, Virginia, Wisconsin",,,No,No,No,,Vaccinated,2002,7,9,2002,11,26,214.0,,3523.0,,3523.0,,,,,59.03314407861422,2005-06-22,2023-09-25,2002-07-09,2002-11-26,140
2002-0569-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Ladysmith city (Rusk district, Wisconsin province)",,,No,No,No,,Kph,2002,9,5,2002,9,5,,36.0,450.0,51.0,537.0,,,20000.0,33879.0,59.03314407861422,2003-07-01,2023-09-25,2002-09-05,2002-09-05,0
2002-0600-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,Georgia province,Heavy rain,,No,No,No,5460.0,Km2,2002,9,21,2002,9,24,,,750.0,,750.0,,,,,59.03314407861422,2005-09-26,2023-09-25,2002-09-21,2002-09-24,3
2002-0618-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,"Claremont, Glendora, La Verne areas (Los Angeles district, California province))",,,No,No,No,93.0,Km2,2002,9,22,2002,9,22,,,2000.0,213.0,2213.0,,,,,59.03314407861422,2003-07-01,2023-09-25,2002-09-22,2002-09-22,0
2002-0625-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,Oregon province,,,No,No,No,2023.0,Km2,2002,7,1,2002,7,1,,,,,,,,,,59.03314407861422,2003-07-01,2023-09-25,2002-07-01,2002-07-01,0
2002-0652-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Isidore,USA,United States of America,Northern America,Americas,"Louisiane, Mississippi, Alabama, Tennessee provinces",,,No,No,No,105.0,Kph,2002,9,26,2002,9,27,1.0,,13200.0,,13200.0,200000.0,338793.0,300000.0,508189.0,59.03314407861422,2008-03-21,2023-09-25,2002-09-26,2002-09-27,1
2002-0667-USA,No,nat-bio-epi-dis,Natural,Biological,Epidemic,Infectious disease (General),,USA,United States of America,Northern America,Americas,,,,No,No,No,,Vaccinated,2002,10,16,2002,10,16,,,101.0,,101.0,,,,,59.03314407861422,2003-07-01,2023-09-25,2002-10-16,2002-10-16,0
2002-0700-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Tipton, Carroll, Montgomery, Sumner, Bedford, Coffee, Morgan, Cumberland, Anderson districts (Tennessee province), Henry, Dale, Fayette, Walker, Winston, Lamar, Cullman, Tuscaloosa, Jefferson, Cherokee districts (Alabama province), Van Wert, Paulding, Putnam, Defiance, Athens, Logan, Union, Seneca, Ottawa districts (Ohio province), Allen district (Kentucky province), Cross, Crittenden, Mississippi districts (Arkansas province), Appling, Cherokee, Pickens, Dawson, Atkinson, Coffee districts (Georgia province), Blackford district (Indiana province), Lowndes, Winston, Noxubee, Oktibbeha districts (Mississippi province), Mercer district (Pennsylvania province), McCormick district (South Carolina province)",,,No,No,No,200.0,Kph,2002,11,5,2002,11,10,36.0,115.0,3600.0,351.0,4066.0,450500.0,763131.0,700000.0,1185775.0,59.03314407861422,2006-01-13,2023-09-25,2002-11-05,2002-11-10,5
2002-0724-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Lili,USA,United States of America,Northern America,Americas,"St. Tammany, Terrebonne, Lafayette, Acadia, Evangeline, Rapides districts (Louisiana province)",,Flood,No,No,No,,Kph,2002,10,3,2002,10,3,,,,,,750000.0,1270473.0,2000000.0,3387927.0,59.03314407861422,2008-03-21,2023-09-25,2002-10-03,2002-10-03,0
2002-0751-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Washington DC (District of Columbia district, District of Columbia province), North Carolina, South Carolina, Virginia, New York, Pennsylvania, Kentucky, New Jersey, Maryland, Missouri, Tennesse provinces",,,No,No,No,,Kph,2002,12,4,2002,12,5,30.0,,,,,450500.0,763131.0,450500.0,763131.0,59.03314407861422,2003-07-01,2023-09-25,2002-12-04,2002-12-05,1
2002-0793-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Marin, Los Angeles, Santa Cruz districts (California province), Oregon, Nevada provinces",,,No,No,No,,Kph,2002,12,19,2002,12,19,13.0,,,,,,,,,59.03314407861422,2003-07-01,2023-09-25,2002-12-19,2002-12-19,0
2002-0802-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Oklahoma, Massachusetts, New York, Arkansas, Missouri, New Mexico, Louisiana, Texas provinces",,,No,No,No,,Kph,2002,12,23,2002,12,23,18.0,,,,,,,,,59.03314407861422,2003-07-01,2023-09-25,2002-12-23,2002-12-23,0
2002-0880-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Fulton, Tioga, Broome, Oswego, Delaware, Dutchess districts (New York province), Wayne district (Pennsylvania province), Connecticut, Massachusetts, Michigan, New Hampshire, New Jersey, Ohio, Wisconsin provinces",,,No,No,No,,Kph,2002,5,30,2002,6,1,1.0,47.0,,,47.0,200500.0,339640.0,,,59.03314407861422,2006-07-20,2023-09-25,2002-05-30,2002-06-01,2
2002-9853-USA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,USA,United States of America,Northern America,Americas,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin provinces",,,No,No,No,,Km2,2002,7,1,2002,8,1,,,,,,,,3300000.0,5590080.0,59.03314407861422,2006-03-08,2023-09-25,2002-07-01,2002-08-01,31
2003-0085-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Delaware, Kentucky, Massachusetts, Maryland, North Carolina, New Hampshire, New Jersey, New York, District of Columbia, Ohio, Pennsylvania, Rhode Island, Tennessee, Virginia, Vermont, West Virginia, Illinois, Missouri, Iowa, Nebraska, Connecticut provinces",,,No,No,Yes,,Kph,2003,2,14,2003,2,18,44.0,,120.0,,120.0,200000.0,331273.0,200000.0,331273.0,60.37325106625937,2004-03-10,2023-09-25,2003-02-14,2003-02-18,4
2003-0139-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Mitchell, Worth districts (Georgia province), Jackson district (Alabama province) North Carolina, South Carolina, Tennessee provinces",,Flood|Hail,No,No,No,,Kph,2003,3,18,2003,3,20,6.0,200.0,,186.0,386.0,450000.0,745363.0,5000000.0,8281813.0,60.37325106625937,2008-03-30,2023-09-25,2003-03-18,2003-03-20,2
2003-0147-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Denver, Boulder districts (Colorado province), Wyoming province",,Transport accident,No,No,No,,Kph,2003,3,20,2003,3,20,3.0,,,,,,,25000.0,41409.0,60.37325106625937,2003-10-06,2023-09-25,2003-03-20,2003-03-20,0
2003-0210-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Colbert, Lauderdale, Limestone, Madison, Jackson, Dekalb, Lamar, Walker,St Clair, Talladega, Shelby, Clay districts (Alabama province), Mississippi, Craighead, White, Woodruff, Cross districts (Arkansas province), Adams, Weld, Morgan districts (Colorado province), Cherokee, Franklin, Madison, Elbert, Hart, Heard, Coweta districts (Georgia province), Marion, Mahaska, Lee, Van Buren, Jefferson, Henry, Louisa districts (Iowa province), Adams, Hancock, Mc Donough, Bureau, Henry, Brown, Mason, Fulton, Pope, Schuyler, Sangamon, Pulaski, Massac, Alexander, Jasper, Mercer, Warren, Tazewell districts (Illinois province), Perry, Kosciuscko, Putnam districts (Indiana province), Crawford, Wyandotte, Leavenworth, Neosho, Labette, Cherokee, Butler, Greenwood, Osage, Woodson, Allen, Douglas, Anderson, Linn, Marion districts (Kansas province), Calloway, Webster,Daviess, Mason, Lewis, Union, Henderson, Pulaski districts (Kentucky province), Lawrence, Cass, Platte, Clay, Jackson- Kansas city, Greene, Christian, Camden, Lewis, Barton, Cedar, Polk, Hickory, Dallas, Jasper, Johnson, Newton, Dade, Pettis, Dunklin, Pemiscot, Putnam, Scott, Knox, Scotland, Clark, Macon, Shelby, Mercer, Lafayette, Saline, Cape Girardeau, Bollinger, Pulaski districts (Missouri province), Marshall, Benton, Tippah, Alcorn, Newton, Scott, Chickasaw, Monroe, Lee, Itawamba, Madison, Sunflower districts (Mississippi province), Washington, Vance, Chowan, Bertie, Hertford, Northamton districts (North Carolina province), Saunders district (Nebraska province), Okhlaoma, Moore-Cleveland, Ottawa, Stephens, Creek, Lincoln, Canadian, Caddo, Osage, Noble, Le Flore, Marshall, Love, Jefferson districts (Okhahoma province), Aiken, Abbeville, Williamsburg districts (South Carolina province), Perkins, Todd didstricts (South Dakota province), Dyer, Madison, Hamilton-Chattanooga, Gibson, Weakley, Henry, Stewart, Henderson, Carroll, Montgomery, Robertson, Williamson, Davidson, Cannon, Lincoln, Lawrence, Hardin, McNairy districts (Tennessee province), ood, Upshur, Harrison, Marion districts (Texas province)",,,No,No,Yes,,Kph,2003,5,4,2003,5,10,45.0,145.0,,15000.0,15145.0,3200000.0,5300361.0,4000000.0,6625451.0,60.37325106625937,2004-03-10,2023-09-25,2003-05-04,2003-05-10,6
2003-0299-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,"Summerhaven area (Pima district, Arizona province), Lemmon mount (Pima district, Arizona province)",,,No,No,No,16.0,Km2,2003,6,17,2003,6,20,,,,750.0,750.0,,,,,60.37325106625937,2003-06-26,2023-09-25,2003-06-17,2003-06-20,3
2003-0334-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Allen, Carroll, Adams, Cass, Howard, Tipton, Wells, Miami, Boone, Jennings, Clay, Tippecanoe, Huntington, Decatur districts (Indiana province), Allen, Auglaize, Van Wert, Darke, Mercer, Miami districts (Ohio province), Mercer, Shelby, Logan, Hamilton, Winnebago districts (Illinois province)",Heavy rains,Rain,No,No,No,150500.0,Km2,2003,7,5,2003,7,21,3.0,,1200.0,,1200.0,,,106000.0,175574.0,60.37325106625937,2004-01-23,2023-09-25,2003-07-05,2003-07-21,16
2003-0413-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,Palm Beach district (Florida province),,,No,No,No,,Kph,2003,8,8,2003,8,8,,,1500.0,,1500.0,,,,,60.37325106625937,2003-08-27,2023-09-25,2003-08-08,2003-08-08,0
2003-0468-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Isabel,USA,United States of America,Northern America,Americas,"North Carolina, Maryland, Virginia, West Virginia, Delaware, Pennsylvania, New Jersey, District of Columbia provinces",,Flood,No,No,Yes,170.0,Kph,2003,9,18,2003,9,22,16.0,,225000.0,,225000.0,1685000.0,2790971.0,3370000.0,5581942.0,60.37325106625937,2006-01-13,2023-09-25,2003-09-18,2003-09-22,4
2003-0511-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Snohomish, Mason, Grays Harbor, Jefferson, Clallam, Skagit, Whatcom districts (Washington province)",Heavy rains,,No,No,No,,Km2,2003,10,17,2003,10,26,,,,,,,,,,60.37325106625937,2004-01-27,2023-09-25,2003-10-17,2003-10-26,9
2003-0518-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,"Fontana, Rancho Cucamonga areas (San Bernardino district, California province)",,,No,No,Yes,1133.0,Km2,2003,10,25,2003,11,4,14.0,104.0,27000.0,,27104.0,2000000.0,3312725.0,,,60.37325106625937,2004-03-10,2023-09-25,2003-10-25,2003-11-04,10
2003-0595-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"West Virginia, Tennessee, Kentucky, Pennsylvania, North Carolina, Virginia provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,Kph,2003,11,20,2003,11,20,8.0,,1125.0,,1125.0,450000.0,745363.0,,,60.37325106625937,2003-12-08,2023-09-25,2003-11-20,2003-11-20,0
2003-0618-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Pennsylvania, Connecticut, New York, New Jersey, Vermont, Virginia, Massachusetts, Rhode Island provinces",,Transport accident,No,No,No,,Kph,2003,12,6,2003,12,7,13.0,,,,,,,,,60.37325106625937,2003-12-22,2023-09-25,2003-12-06,2003-12-07,1
2003-0623-USA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,USA,United States of America,Northern America,Americas,"Paso Robles, Templeton, Atascadero, Cambria, Morro Bay, Oceano villages (San Luis Obispo district, California province)",,,No,No,Yes,6.5,Moment Magnitude,2003,12,22,2003,12,22,2.0,40.0,,120.0,160.0,,,200000.0,331273.0,60.37325106625937,2014-03-25,2023-09-25,2003-12-22,2003-12-22,0
2003-0633-USA,No,nat-hyd-mmw-mud,Natural,Hydrological,Mass movement (wet),Mudslide,,USA,United States of America,Northern America,Americas,San Bernardino district (California province),Heavy rains,,No,No,No,,,2003,12,25,2003,12,26,15.0,15.0,,,15.0,,,,,60.37325106625937,2004-01-28,2023-09-25,2003-12-25,2003-12-26,1
2003-0663-USA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,USA,United States of America,Northern America,Americas,Los Angeles district (California province),Brief torrential rain,,No,No,Yes,250.0,Km2,2003,11,12,2003,11,13,18.0,,,,,,,,,60.37325106625937,2004-03-03,2023-09-25,2003-11-12,2003-11-13,1
2003-0741-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Morgan, Leslie, Breathitt, Menifee districts (Kentucky province), Wayne, Cabell, Kanawha, Lincoln, Mingo districts (West Virginia province), Dickenson, Tazewell, Wise, Buchanan districts (Virginia province), Alabama, Connecticut, Delaware, Florida, Georgia, Massachusetts, Maryland, North Carolina, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, South Carolina, Tennessee, Vermont provinces",Rain and snow,Flood,No,No,No,,Kph,2003,2,15,2003,2,23,4.0,18.0,100.0,,118.0,300000.0,496909.0,400000.0,662545.0,60.37325106625937,2004-03-10,2023-11-10,2003-02-15,2003-02-23,8
2003-0756-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Tennessee, Alabama, Georgia provinces",Heavy rains,,No,No,No,272100.0,Km2,2003,5,6,2003,5,14,3.0,,2000.0,,2000.0,,,17000.0,28158.0,60.37325106625937,2004-02-27,2023-09-25,2003-05-06,2003-05-14,8
2003-0780-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Mason, Tazewell, Logan, Will, De Witt districts (Illinois province)",,,No,No,No,,Kph,2003,5,30,2003,5,30,,,150.0,45.0,195.0,,,,,60.37325106625937,2004-03-03,2023-09-25,2003-05-30,2003-05-30,0
2003-0782-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Bill,USA,United States of America,Northern America,Americas,"Orleans, St. John the Baptist, Terrebonne, St. Tammany, Tangipahoa districts (Louisiana province), Hancock, Harrison, Jackson, Pike, Walthall districts (Mississippi province), Bay district (Florida province), Mobile, Baldwin, Lee districts (Alabama province), Sumter, Bulloch, Fulton, DeKalb, Cobb, Clayton, Gwinnett districts (Georgia province), Wake district (North Carolina province)",,Flood,No,No,Yes,95.0,Kph,2003,6,30,2003,6,30,4.0,4.0,,,4.0,22000.0,36440.0,50000.0,82818.0,60.37325106625937,2004-03-03,2023-09-25,2003-06-30,2003-06-30,0
2003-0786-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,San Bernardino district (California province),,,No,No,No,607.0,Km2,2003,10,21,2003,11,4,4.0,40.0,,,40.0,800000.0,1325090.0,3500000.0,5797269.0,60.37325106625937,2006-01-13,2023-09-25,2003-10-21,2003-11-04,14
2003-0827-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Beaumont, Port Arthur areas (Jefferson district, Texas province), Sugar Land area (Fort Bend district, Texas province), Smith district (Mississipi province), Dallas, Harris districts (Texas province), Los Angeles district (California province), Alabama, Arkansas, Florida, Georgia, Louisiana, Maryland, Missouri, North Carolina, Oklahoma, South Carolina, Tennesse, Virginia, West Virginia provinces",,,No,No,Yes,,Kph,2003,12,15,2003,12,16,2.0,54.0,,,54.0,200000.0,331273.0,,,60.37325106625937,2006-07-27,2023-09-25,2003-12-15,2003-12-16,1
2003-0829-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Alabama, Illinois, Indiana, Louisiana, Michigan, Missouri, Mississippi, New York, Tennessee,Texas, Pennsylvania, Nebraska, Wisconsin provinces",,Hail|Snow/ice,No,No,No,,Kph,2003,4,4,2003,4,8,13.0,,,,,,,2100000.0,3478362.0,60.37325106625937,2006-09-17,2023-09-25,2003-04-04,2003-04-08,4
