disaster_number,historic,classification_key,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,event_name,iso_code,country,subregion,region,location,origin,associated_types,ofda_bha_response,appeal,declaration,magnitude,magnitude_scale,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,num_injured,num_affected,num_homeless,total_affected,insured_damage_000s_usd,insured_damage_adjusted_000s_usd,total_damage_000s_usd,total_damage_adjusted_000s_usd,cpi,entry_date,last_update,start_date,end_date,days_lasted
2013-0558-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Nelson, Carroll districts (Kentucky province)",Heavy rains,,No,No,Yes,16069.91,Km2,2013,12,22,2013,12,31,5.0,,,,,,,,,76.45414598516298,2014-01-08,2024-10-25,2013-12-22,2013-12-31,9
2013-0579-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Louisiana provinces",,Hail,No,No,Yes,,Kph,2013,2,24,2013,2,25,1.0,,,,,800000.0,1046379.0,1100000.0,1438771.0,76.45414598516298,2014-03-21,2023-09-25,2013-02-24,2013-02-25,1
2014-0009-USA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,USA,United States of America,Northern America,Americas,"New York, Minnesota, Georgia, Maryland, Alaska, Alabama, Mississippi, Louisiana, North Carolina, South Carolina, Ohio, Indiana, Illinois, Pennsylvania, Michigan, New Jersey, Virginia, Kentucky, Missouri provinces",,,No,No,Yes,-37.0,°C,2014,1,5,2014,1,8,21.0,,,,,1600000.0,2059350.0,2500000.0,3217735.0,77.69440613455986,2014-02-07,2023-09-25,2014-01-05,2014-01-08,3
2014-0048-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania provinces",,Cold wave,No,No,Yes,,Kph,2014,2,2,2014,2,6,9.0,,,,,150000.0,193064.0,250000.0,321773.0,77.69440613455986,2014-03-06,2023-09-25,2014-02-02,2014-02-06,4
2014-0052-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Maine, Massachusetts, New Hampshire, Vermont, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania, Maryland provinces",,,No,No,No,,Kph,2014,1,1,2014,1,5,16.0,,,,,200000.0,257419.0,210000.0,270290.0,77.69440613455986,2014-02-07,2023-09-25,2014-01-01,2014-01-05,4
2014-0053-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Georgia, Alabama, Mississippi, Louisiana, North Carolina, South Carolina provinces",,,No,No,Yes,,Kph,2014,1,26,2014,1,29,13.0,,,,,,,250000.0,321773.0,77.69440613455986,2014-02-07,2023-09-25,2014-01-26,2014-01-29,3
2014-0072-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"District of Columbia, New York, Georgia, South Carolina, North Carolina, Pennsylvania provinces",,Cold wave,No,No,Yes,,Kph,2014,2,11,2014,2,14,25.0,,,,,280000.0,360386.0,750000.0,965320.0,77.69440613455986,2014-03-06,2023-09-25,2014-02-11,2014-02-14,3
2014-0095-USA,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,USA,United States of America,Northern America,Americas,"Oso village (Snohomish district, Washington province)",Heavy rains and small earthquake,,No,No,No,,,2014,3,22,2014,3,22,43.0,,,150.0,150.0,,,20000.0,25742.0,77.69440613455986,2014-04-09,2023-09-25,2014-03-22,2014-03-22,0
2014-0100-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"California, Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Tennessee, New York, New Jersey, Pennsylvania provinces",,,No,No,No,,Kph,2014,2,28,2014,3,4,12.0,,,,,,,2000.0,2574.0,77.69440613455986,2014-04-22,2023-09-25,2014-02-28,2014-03-04,4
2014-0126-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Mississippi, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Florida, Alabama, New York, New Jersey, Pennsylvania provinces",,Flood|Hail,No,No,No,,Kph,2014,4,27,2014,5,1,40.0,15.0,,,15.0,1200000.0,1544513.0,2000000.0,2574188.0,77.69440613455986,2014-05-09,2023-09-25,2014-04-27,2014-05-01,4
2014-0165-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,"Hutchinson district (Texas province), San Diego district (California province)","Excessive heat, drougth and winds",,No,No,No,,Km2,2014,5,11,2014,5,20,2.0,,429.0,,429.0,,,100000.0,128709.0,77.69440613455986,2014-05-15,2023-09-25,2014-05-11,2014-05-20,9
2014-0192-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, North Dakota, Ohio, South Dakota, Wisconsin, Kansas, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Arizona, Idaho, Montana, Nevada, New Mexico, Utah, Wyoming, New York, New Jersey, Pennsylvania, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut provinces",,Hail,No,No,No,110.0,Kph,2014,5,18,2014,5,23,,,,,,2900000.0,3732572.0,3900000.0,5019666.0,77.69440613455986,2014-06-23,2023-09-25,2014-05-18,2014-05-23,5
2014-0263-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, Texas, Wyoming, Illinois, Indiana, Iowa, Michigan, Minnesota, Missouri, Ohio, South Dakota, Wisconsin, New York, New Jersey, Pennsylvania, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, Tennessee provinces",,Flood|Hail,No,No,No,60.0,Kph,2014,7,26,2014,7,27,,,300.0,,300.0,200000.0,257419.0,270000.0,347515.0,77.69440613455986,2014-08-28,2023-09-25,2014-07-26,2014-07-27,1
2014-0310-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Iselle,USA,United States of America,Northern America,Americas,Hawaii province,,,No,No,No,95.0,Kph,2014,8,8,2014,8,10,1.0,,834.0,,834.0,,,66000.0,84948.0,77.69440613455986,2014-09-22,2023-09-25,2014-08-08,2014-08-10,2
2014-0317-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvanie, Maryland provinces",Excessive rainfall,,No,No,No,,Km2,2014,8,11,2014,8,13,2.0,,102000.0,,102000.0,540000.0,695031.0,1600000.0,2059350.0,77.69440613455986,2014-09-24,2023-09-25,2014-08-11,2014-08-13,2
2014-0318-USA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,USA,United States of America,Northern America,Americas,"San Francisco Bay (San Francisco district) , Napa Valley (Napa district) ; Sonoma, Solano district (California province) ; Vallejo, Mare Island cities (Solano district, California province)",,Fire,No,No,No,6.02,Moment Magnitude,2014,8,24,2014,8,24,1.0,250.0,3000.0,,3250.0,150000.0,193064.0,700000.0,900966.0,77.69440613455986,2014-09-24,2023-09-25,2014-08-24,2014-08-24,0
2014-0444-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Arkansas, Louisiana, Alabama, Mississippi, Kentucky, Illinois, Texas provinces",,Hail|Lightening,No,No,Yes,160.0,Kph,2014,10,12,2014,10,14,2.0,,,,,100000.0,128709.0,170000.0,218806.0,77.69440613455986,2014-11-07,2023-09-25,2014-10-12,2014-10-14,2
2014-0459-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"New York, New Hampshire, Michigan provinces",,,No,No,Yes,,Kph,2014,11,15,2014,11,19,13.0,,,,,63500.0,81730.0,100000.0,128709.0,77.69440613455986,2014-11-20,2023-09-25,2014-11-15,2014-11-19,4
2014-0482-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Los Angeles, San Diego districts (California province), Oregon province",,"Flood|Slide (land, mud, snow, rock)",No,No,Yes,230.0,Kph,2014,12,10,2014,12,17,3.0,,,30.0,30.0,,,,,77.69440613455986,2014-12-12,2023-09-25,2014-12-10,2014-12-17,7
2014-0491-USA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,USA,United States of America,Northern America,Americas,"Orange, Mariposa, Tuolumne, Los Angeles, San Francisco, Sacaramento districts (California province)","Heavy rains, strong storm system","Slide (land, mud, snow, rock)",No,No,No,,Km2,2014,12,2,2014,12,5,,,40.0,,40.0,50000.0,64355.0,90000.0,115838.0,77.69440613455986,2014-12-23,2024-08-27,2014-12-02,2014-12-05,3
2014-0540-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Blair area (Washington district, Nebraska province), Iowa, Kansas, Arkansas, Wyoming provinces",,Hail,No,No,No,128.0,Kph,2014,6,3,2014,6,6,2.0,36.0,,,36.0,1300000.0,1673222.0,1600000.0,2059350.0,77.69440613455986,2015-03-27,2023-09-25,2014-06-03,2014-06-06,3
2014-9023-USA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,USA,United States of America,Northern America,Americas,San Joaquin district (California province),,,No,No,No,,Km2,2014,1,1,2014,12,1,,,,,,,,2200000.0,2831607.0,77.69440613455986,2014-05-09,2023-09-25,2014-01-01,2014-12-01,334
2015-0025-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Illinois, Wisconsin, Pennsylvania provinces",,,No,No,No,,Kph,2015,1,6,2015,1,11,15.0,,,,,,,100000.0,128557.0,77.78656765992335,2015-02-12,2023-09-25,2015-01-06,2015-01-11,5
2015-0026-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Connecticut, Maine, Massachusetts, New Hampshire, New Jersey, New York, Rhode Island",,Snow/ice,No,No,Yes,104.0,Kph,2015,1,26,2015,1,28,2.0,,,,,50000.0,64278.0,80000.0,102846.0,77.78656765992335,2015-02-12,2023-09-25,2015-01-26,2015-01-28,2
2015-0046-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,Storm Octavia,USA,United States of America,Northern America,Americas,"Tennessee, Kansas, District of Columbia, Boston, Ohio, Virginia, Georgia, North Carolina, South Carolina provinces",,Cold wave,No,No,Yes,,Kph,2015,2,16,2015,2,22,10.0,,,,,75000.0,96418.0,100000.0,128557.0,77.78656765992335,2015-02-18,2023-09-25,2015-02-16,2015-02-22,6
2015-0072-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Illinois, Michigan, Massachusetts, New York, Connecticut, Indiana provinces",,Cold wave,No,No,No,,Kph,2015,1,31,2015,2,4,22.0,,,,,100000.0,128557.0,150000.0,192835.0,77.78656765992335,2015-03-10,2023-09-25,2015-01-31,2015-02-04,4
2015-0073-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Massachusetts, New York, Tennessee, Maryland, Virginia, Pennsylvania, Kentucky, North Carolina, Michigan, Rhode Island, New Hampshire, Ohio, South Carolina, Illinois, District of Columbia, Maine, Vermont provinces",,,No,No,No,,Kph,2015,2,16,2015,2,22,30.0,,,,,2000000.0,2571138.0,3000000.0,3856707.0,77.78656765992335,2015-03-10,2023-09-25,2015-02-16,2015-02-22,6
2015-0122-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"New York, Pennsylvania, Kentucky, West Virginia, Arkansas provinces",,,No,No,No,,Kph,2015,3,3,2015,3,5,13.0,,,,,100000.0,128557.0,170000.0,218547.0,77.78656765992335,2015-04-09,2023-09-25,2015-03-03,2015-03-05,2
2015-0123-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Moore area (Cleveland district, Oklahoma province), Osage, Tulsa districts (Oklahoma province), Kansas, Missouri, Arkansas provinces",,Hail,No,No,No,110.0,Kph,2015,3,25,2015,3,26,1.0,12.0,3300.0,,3312.0,450000.0,578506.0,500000.0,642784.0,77.78656765992335,2015-04-09,2023-09-25,2015-03-25,2015-03-26,1
2015-0138-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Fairdale area (DeKalb district, Illinois province), Rochelle town (Ogle district, Illinois province), Missouri, North Carolina, Indiana, Ohio, Kentucky, Texas, Iowa, Arkansas, Michigan, West Virginia, Wisconsin, Pennsylvania, Oklahoma, Kansas, Tennessee provinces",,Flood|Hail,No,No,No,,Kph,2015,4,7,2015,4,10,3.0,12.0,,,12.0,990000.0,1272713.0,1400000.0,1799797.0,77.78656765992335,2015-04-14,2023-09-25,2015-04-07,2015-04-10,3
2015-0155-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Texas, Louisiana, Alabama, Mississippi, Kentucky, Georgia, Florida provinces",,Flood|Hail,No,No,No,,Kph,2015,4,24,2015,4,28,4.0,12.0,,,12.0,800000.0,1028455.0,950000.0,1221291.0,77.78656765992335,2015-05-19,2023-09-25,2015-04-24,2015-04-28,4
2015-0177-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Nashville town (Howard district, Arkansas province); Van town (Van Zandt district, Texas province), Delmond town (Douglas district, South Dakota province), Colorado, Oklahoma, Kansas, Iowa provinces",,,No,No,No,,Kph,2015,5,6,2015,5,13,6.0,,,,,,,1000000.0,1285569.0,77.78656765992335,2015-05-21,2023-09-25,2015-05-06,2015-05-13,7
2015-0180-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Kansas, Nebraska, Texas, Oklahoma, Minnesota, Iowa, Wisconsin provinces",,Flood|Hail,No,No,No,,Kph,2015,5,3,2015,5,5,1.0,40.0,,,40.0,100000.0,128557.0,160000.0,205691.0,77.78656765992335,2015-05-21,2023-09-25,2015-05-03,2015-05-05,2
2015-0186-USA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,USA,United States of America,Northern America,Americas,"San Marcos area (Hays district, Texas province), Claremore area (Hays district, Oklahoma province)",Torrential rains,,No,No,No,,Km2,2015,5,24,2015,5,24,16.0,,12000.0,,12000.0,,,,,77.78656765992335,2015-05-29,2023-09-25,2015-05-24,2015-05-24,0
2015-0211-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Kansas, Nebraska, Missouri, Colorado, Minnesota, South Dakota provinces",,Flood|Hail,No,No,No,130.0,Kph,2015,5,6,2015,5,13,4.0,,,,,800000.0,1028455.0,1400000.0,1799797.0,77.78656765992335,2015-06-05,2023-09-25,2015-05-06,2015-05-13,7
2015-0212-USA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Colorado, Arkansas, Kansas, Louisiana, Georgia, Ohio, South Carolina",Heavy rain,Lightening,No,No,No,849464.6,Km2,2015,5,23,2015,5,30,32.0,,12000.0,,12000.0,1500000.0,1928354.0,2700000.0,3471036.0,77.78656765992335,2015-06-05,2023-09-25,2015-05-23,2015-05-30,7
2015-0245-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Colorado, Illinois provinces",,Flood|Hail,No,No,No,,Kph,2015,6,3,2015,6,8,,,,,,450000.0,578506.0,650000.0,835620.0,77.78656765992335,2015-07-14,2023-09-25,2015-06-03,2015-06-08,5
2015-0312-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,USA,United States of America,Northern America,Americas,"Lake, Napa, Solano, Yolo, Modoc, Colusa districts (California province)","Drought conditions, gusty winds, warm temperatures, lightening",,No,No,Yes,,Km2,2015,7,22,2015,8,13,1.0,,,129.0,129.0,,,2000.0,2571.0,77.78656765992335,2015-08-03,2023-09-25,2015-07-22,2015-08-13,22
2015-0326-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Illinois, Indiana, Wisconsin, Minnesota, Ohio, Iowa, Kentucky, Tennessee, Missouri, South Carolina, North Carolina",,Flood|Lightening,No,No,No,,Kph,2015,7,12,2015,7,14,4.0,,,,,450000.0,578506.0,700000.0,899898.0,77.78656765992335,2015-08-07,2023-09-25,2015-07-12,2015-07-14,2
2015-0399-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Hillsborough, Pasco, Pinellas, Dixie, Taylor districts (Florida province)",,,No,No,Yes,,Km2,2015,7,24,2015,8,5,,,600.0,,600.0,,,100000.0,128557.0,77.78656765992335,2015-09-04,2023-09-25,2015-07-24,2015-08-05,12
2015-0400-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Chicago, Lincolnwood towns (Cook district, Illinois province), Wood Dale town (DuPage district, Illinois province), Lancaster town (Coos district, New Hampshire province), Indiana, Ohio, Connecticut, Michigan, Massachusetts, Wisconsin, Rhode Island, Maine, New York provinces",,Hail,No,No,No,95.0,Kph,2015,8,2,2015,8,4,4.0,40.0,,,40.0,800000.0,1028455.0,950000.0,1221291.0,77.78656765992335,2015-09-04,2023-09-25,2015-08-02,2015-08-04,2
2015-0401-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),Valley Fire,USA,United States of America,Northern America,Americas,"California, Idaho, Montana, Oregon, Washington provinces","High temperature, Ligthning",Pollution,No,No,No,,Km2,2015,8,13,2015,8,31,4.0,8.0,600.0,3900.0,4508.0,,,150000.0,192835.0,77.78656765992335,2015-09-04,2023-09-25,2015-08-13,2015-08-31,18
2015-0421-USA,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,USA,United States of America,Northern America,Americas,"Lake, Napa, Sonoma, Butte districts (California province)","High tempertaures, gusty winds, dry soil, vast swathes of dried vegetation and brush",,No,No,Yes,,Km2,2015,9,13,2015,9,20,4.0,,,7302.0,7302.0,960000.0,1234146.0,1400000.0,1799797.0,77.78656765992335,2015-09-28,2023-09-25,2015-09-13,2015-09-20,7
2015-0431-USA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,USA,United States of America,Northern America,Americas,"Hildale town (Washington district, Utah province), Las Vegas town (Clark district, Nevada province)",Torrentila rains,,No,No,No,,Km2,2015,9,14,2015,9,14,19.0,,,,,,,2000.0,2571.0,77.78656765992335,2015-09-30,2023-09-25,2015-09-14,2015-09-14,0
2015-0459-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Joaquin,USA,United States of America,Northern America,Americas,"South Carolina, North Carolina",,Flood,No,No,No,,Kph,2015,10,1,2015,10,13,25.0,,800.0,,800.0,400000.0,514228.0,2000000.0,2571138.0,77.78656765992335,2015-10-14,2023-09-25,2015-10-01,2015-10-13,12
2015-0488-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Austin, Houston districts (Texas province), Lousiana province",,Flood|Hail,No,No,No,,Kph,2015,10,29,2015,11,3,6.0,,,,,200000.0,257114.0,270000.0,347104.0,77.78656765992335,2015-11-09,2023-09-25,2015-10-29,2015-11-03,5
2015-0531-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Texas, Kansas, Oklahoma provinces",Heavy rain,Flood,No,No,No,,Kph,2015,11,25,2015,12,4,18.0,,300.0,,300.0,62500.0,80348.0,140000.0,179980.0,77.78656765992335,2015-12-10,2023-09-25,2015-11-25,2015-12-04,9
2015-0558-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Dallas, Ellis, Collin districts (Texas province), Mississippi, Tennessee, Arkansas, Alabama, Georgia, New Mexico, Missouri, Kentucky, Indiana, Oklahoma, Illinois provinces",,Flood,No,No,Yes,,Kph,2015,12,26,2015,12,30,50.0,60.0,,,60.0,800000.0,1028455.0,2000000.0,2571138.0,77.78656765992335,2016-01-05,2023-09-25,2015-12-26,2015-12-30,4
2015-0565-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Mississippi, Missouri, Kentucky, Tennessee, Arkansas, Alabama, Illinois, Indiana, Louisiana provinces",Heavy rains,Storm,No,No,No,,Km2,2015,12,15,2016,1,6,31.0,50.0,4000.0,,4050.0,200000.0,257114.0,600000.0,771341.0,77.78656765992335,2016-01-12,2023-09-25,2015-12-15,2016-01-06,22
2015-0613-USA,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",Butte fire,USA,United States of America,Northern America,Americas,"Amador, Calaveras (California)",,,No,No,No,,Km2,2015,9,9,2015,9,14,3.0,,,1425.0,1425.0,450000.0,578506.0,400000.0,514228.0,77.78656765992335,2016-04-07,2023-09-25,2015-09-09,2015-09-14,5
2015-9210-USA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,USA,United States of America,Northern America,Americas,"California, Nevada, Oregon, Washington, Idaho, Montana, Utah, Arizona provinces",,,No,No,No,,Km2,2015,1,1,2015,12,1,,,,,,,,4500000.0,5785060.0,77.78656765992335,2015-06-05,2023-09-25,2015-01-01,2015-12-01,334
2016-0010-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,Storm Jonas (Snowzilla),USA,United States of America,Northern America,Americas,"Washington D.C. (District of Columbia district, District of Columbia province), New York, New Jersey, Pennsylvania, Maryland, Virginia, Tennessee, Kentucky, Delaware, West Virginia, Georgia, North Carolina provinces",,Snow/ice,No,No,Yes,,Kph,2016,1,23,2016,1,26,50.0,12.0,85000000.0,,85000012.0,240000.0,304693.0,550000.0,698254.0,78.76792299752094,2016-02-02,2023-09-25,2016-01-23,2016-01-26,3
2016-0012-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Ventura, Orange, San Diego, Los Angles districts (California province)",Pacific storm systems fueled by El Nino,"Flood|Slide (land, mud, snow, rock)",No,No,No,,Kph,2016,1,4,2016,1,8,,,,,,65000.0,82521.0,125000.0,158694.0,78.76792299752094,2016-02-02,2023-09-25,2016-01-04,2016-01-08,4
2016-0051-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Alabama, Mississippi, Virginia, Connecticut, Florida, Georgia, Louisiana, Massachusetts, Maryland, North Carolina, New Jersey, New York, Pennsylvania, South Carolina, Texas",,Lightening,No,No,Yes,,Kph,2016,2,22,2016,2,25,10.0,12.0,,,12.0,,,1200000.0,1523463.0,78.76792299752094,2016-03-15,2023-09-25,2016-02-22,2016-02-25,3
2016-0085-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"California, Lousiana, Texas, Arkansas, Tennessee, Mississippi, Alabama, Oklahoma, Kentucky, Ohio provinces",,Flood,No,No,Yes,,Kph,2016,3,4,2016,3,12,7.0,,,,,560000.0,710949.0,1600000.0,2031284.0,78.76792299752094,2016-04-11,2023-09-25,2016-03-04,2016-03-12,8
2016-0086-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Texas, Mississippi, Louisiana, Florida provinces",,Hail,No,No,Yes,,Kph,2016,3,17,2016,3,18,1.0,,,,,920000.0,1167988.0,1200000.0,1523463.0,78.76792299752094,2016-04-11,2023-09-25,2016-03-17,2016-03-18,1
2016-0087-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Louisiana, Arkansas, Mississippi, Alabama, Florida provinces",,Hail,No,No,No,,Kph,2016,3,22,2016,3,25,,,300.0,,300.0,1700000.0,2158239.0,2300000.0,2919970.0,78.76792299752094,2016-04-11,2023-09-25,2016-03-22,2016-03-25,3
2016-0123-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Dallas-Fort Worth (Dallas, Wise, Tarrant, Denton, Parker), Wylie, Plano, Little Elm, Rockwall, Bettie, Emory in Collin, Denton, Upshur, Rockwall, Rains, San Antonio metro regions, Helotes, Alamo Heights, Kirby, Hollywood Park, Carrizo Springs, Terrel Hills (Bexar, Dimmit) (Texas), Oklahoma, Kansas, Missouri, Arkansas, Mississippi, Louisiana",,Hail,No,No,No,,Kph,2016,4,10,2016,4,15,1.0,,3000.0,,3000.0,3000000.0,3808657.0,3900000.0,4951254.0,78.76792299752094,2016-05-09,2023-09-25,2016-04-10,2016-04-15,5
2016-0124-USA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,USA,United States of America,Northern America,Americas,"Fayette, Grimes, Harris, Parker counties, Houston districts (Texas province)",Torrential rrains,Storm,No,No,Yes,,Km2,2016,4,16,2016,4,19,9.0,,21000.0,,21000.0,1000000.0,1269552.0,2000000.0,2539105.0,78.76792299752094,2016-05-09,2023-09-25,2016-04-16,2016-04-19,3
